HS10,HS-Reformatted,HS10-Description,ANZSIC06,Level 2 ANZSIC06,Level 2 ANZSIC06 description,Standard sector number,Standard sector description,HS4,HS4 description
0713.33.00.09,0713330009,"Vegetables, leguminous; kidney beans, including white pea beans (phaseolus vulgaris), shelled, whether or not skinned or split, dried, for sowing, other than packed for retail sale",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0713,Dried legumes
0713.33.00.11,0713330011,"Vegetables, leguminous; kidney beans, including white pea beans (phaseolus vulgaris), shelled, whether or not skinned or split, artificially dried or dehydrated, other than for sowing",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0713,Dried legumes
0713.33.00.19,0713330019,"Vegetables, leguminous; kidney beans, including white pea beans (phaseolus vulgaris), shelled, whether or not skinned or split, dried but not artificially, other than for sowing",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0713,Dried legumes
0713.39.00.01,0713390001,"Vegetables, leguminous; beans (vigna spp., phaseolus spp.) n.e.c. in item no. 0713.30, shelled, dried, whether or not skinned or split, for sowing, packed for retail sale",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0713,Dried legumes
0713.39.00.09,0713390009,"Vegetables, leguminous; beans (vigna spp., phaseolus spp.) n.e.c. in item no. 0713.30, shelled, dried, whether or not skinned or split, for sowing, other than packed for retail sale",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0713,Dried legumes
0713.39.00.11,0713390011,"Vegetables, leguminous; beans (vigna spp., phaseolus spp.) n.e.c. in item no. 0713.30, shelled, whether or not skinned or split, artificially dried or dehydrated, for other than sowing",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0713,Dried legumes
0713.39.00.19,0713390019,"Vegetables, leguminous; beans (vigna spp., phaseolus spp.) n.e.c. in item no. 0713.30, shelled, whether or not skinned or split, dried but not artificially, for other than sowing",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0713,Dried legumes
0713.40.00.00,0713400000,"Vegetables, leguminous; lentils, shelled, whether or not skinned or split, dried",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0713,Dried legumes
0713.50.00.09,0713500009,"Vegetables, leguminous; broad beans (vicia faba var. major) and horse beans (vicia faba var. equina and vicia faba var. minor), shelled, whether or not skinned or split, dried, for sowing, other than packed for retail sale",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0713,Dried legumes
0713.50.00.19,0713500019,"Vegetables, leguminous; broad beans (vicia faba var. major) and horse beans (vicia faba var. equina and vicia faba var. minor), shelled, whether or not skinned or split, dried but not artificially, other than for sowing",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0713,Dried legumes
0713.90.00.00,0713900000,"Vegetables, leguminous; n.e.c. in heading no. 0713, shelled, whether or not skinned or split, dried",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0713,Dried legumes
0714.10.10.00,0714101000,"Vegetable roots and tubers; manioc (cassava), with high starch or inulin content, cooked and preserved by freezing, not containing added sugar, whether or not sliced or in the form of pellets",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0714,Manioc and sweet potatoes
0714.20.10.00,0714201000,"Vegetable roots and tubers; sweet potatoes, with high starch or inulin content, cooked and preserved by freezing, not containing added sugar, whether or not sliced or in the form of pellets",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0714,Manioc and sweet potatoes
0714.20.90.00,0714209000,"Vegetable roots and tubers; sweet potatoes, n.e.c. in item no. 0714.20, with high starch or inulin content, fresh, chilled or dried, frozen, whether or not sliced or in pellet form",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0714,Manioc and sweet potatoes
0714.30.90.00,0714309000,"Vegetable roots and tubers; yams (Dioscorea spp.), n.e.c. in item no. 0714.30, with high starch or inulin content, fresh, chilled or dried, frozen, whether or not sliced or in the form of pellets",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0714,Manioc and sweet potatoes
0714.90.10.00,0714901000,"Vegetable roots and tubers; arrowroot, salep, Jerusalem artichokes and similar roots and tubers with high starch or inulin content, cooked and preserved by freezing, not containing added sugar, whether or not sliced or in pellet form; sago pith",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0714,Manioc and sweet potatoes
0714.90.90.09,0714909009,"Vegetable roots and tubers; arrowroot, salep, Jerusalem artichokes & similar with high starch/inulin content, (not manioc/sweet potatoes/taro), fresh, chilled or dried (frozen - only if n.e.c. in item no. 0714.90), whether or not sliced or in pellet form",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0714,Manioc and sweet potatoes
0801.11.00.00,0801110000,"Nuts, edible; coconuts, desiccated",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0801,"Coconuts, brazil, and cashew nuts"
0801.19.00.00,0801190000,"Nuts, edible; coconuts, fresh or dried, whether or not shelled or peeled, other than desiccated",A013900,A01,Agriculture,1,"Agriculture, forestry & fishing",0801,"Coconuts, brazil, and cashew nuts"
0801.21.00.00,0801210000,"Nuts, edible; brazil nuts, fresh or dried, in shell",A013900,A01,Agriculture,1,"Agriculture, forestry & fishing",0801,"Coconuts, brazil, and cashew nuts"
0801.22.00.00,0801220000,"Nuts, edible; brazil nuts, fresh or dried, shelled",C119900,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0801,"Coconuts, brazil, and cashew nuts"
0801.31.00.00,0801310000,"Nuts, edible; cashew nuts, fresh or dried, in shell",A013900,A01,Agriculture,1,"Agriculture, forestry & fishing",0801,"Coconuts, brazil, and cashew nuts"
0801.32.00.00,0801320000,"Nuts, edible; cashew nuts, fresh or dried, shelled",C119900,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0801,"Coconuts, brazil, and cashew nuts"
0802.11.00.00,0802110000,"Nuts, edible; almonds, fresh or dried, in shell",A013900,A01,Agriculture,1,"Agriculture, forestry & fishing",0802,Edible nuts nec
0802.12.00.00,0802120000,"Nuts, edible; almonds, fresh or dried, shelled",C119900,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0802,Edible nuts nec
0802.21.00.00,0802210000,"Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, in shell",A013900,A01,Agriculture,1,"Agriculture, forestry & fishing",0802,Edible nuts nec
0802.22.00.00,0802220000,"Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, shelled",C119900,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0802,Edible nuts nec
0802.31.00.00,0802310000,"Nuts, edible; walnuts, fresh or dried, in shell",A013900,A01,Agriculture,1,"Agriculture, forestry & fishing",0802,Edible nuts nec
0802.32.00.00,0802320000,"Nuts, edible; walnuts, fresh or dried, shelled",C119900,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0802,Edible nuts nec
0802.40.00.01,0802400001,"Nuts, edible; chestnuts (castanea spp.), fresh or dried, in shell",A013900,A01,Agriculture,1,"Agriculture, forestry & fishing",0802,Edible nuts nec
0802.40.00.09,0802400009,"Nuts, edible; chestnuts (castanea spp.), fresh or dried, shelled",C119900,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0802,Edible nuts nec
0802.41.00.00,0802410000,"Nuts, edible; chestnuts (Castanea spp.), fresh or dried, in shell",A013900,A01,Agriculture,1,"Agriculture, forestry & fishing",0802,Edible nuts nec
0802.50.00.01,0802500001,"Nuts, edible; pistachios, fresh or dried, in shell",A013900,A01,Agriculture,1,"Agriculture, forestry & fishing",0802,Edible nuts nec
0802.50.00.09,0802500009,"Nuts, edible; pistachios, fresh or dried, shelled",C119900,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0802,Edible nuts nec
0802.51.00.00,0802510000,"Nuts, edible; pistachios, fresh or dried, in shell",A013900,A01,Agriculture,1,"Agriculture, forestry & fishing",0802,Edible nuts nec
0802.52.00.00,0802520000,"Nuts, edible; pistachios, fresh or dried, shelled",C119900,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0802,Edible nuts nec
0802.60.00.11,0802600011,"Nuts, edible; macadamia nuts, in shell, fresh or dried",A013900,A01,Agriculture,1,"Agriculture, forestry & fishing",0802,Edible nuts nec
0802.60.00.14,0802600014,"Nuts, edible; macadamia nuts, shelled, fresh or dried",C119900,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0802,Edible nuts nec
0802.62.00.00,0802620000,"Nuts, edible; macadamia, fresh or dried, shelled",C119900,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0802,Edible nuts nec
0802.90.00.01,0802900001,"Nuts, edible; macadamia nuts, in shell, fresh or dried",A013900,A01,Agriculture,1,"Agriculture, forestry & fishing",0802,Edible nuts nec
0802.90.00.09,0802900009,"Nuts, edible; macadamia nuts, shelled, fresh or dried",C119900,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0802,Edible nuts nec
0802.90.00.10,0802900010,"Nuts, edible; n.e.c. in heading 0801 and 0802, fresh or dried, in shell",A013900,A01,Agriculture,1,"Agriculture, forestry & fishing",0802,Edible nuts nec
0802.90.00.11,0802900011,"Nuts, edible; n.e.s. in heading no. 0801 and 0802, in shell, fresh or dried",A013900,A01,Agriculture,1,"Agriculture, forestry & fishing",0802,Edible nuts nec
0802.90.00.12,0802900012,"Nuts, edible; n.e.c. in heading no. 0801 and 0802, in shell, fresh or dried",A013900,A01,Agriculture,1,"Agriculture, forestry & fishing",0802,Edible nuts nec
0802.90.00.14,0802900014,"Nuts, edible; n.e.c. in heading no. 0801 and 0802, shelled, fresh or dried",A013900,A01,Agriculture,1,"Agriculture, forestry & fishing",0802,Edible nuts nec
0802.90.00.19,0802900019,"Nuts, edible; n.e.s. in heading no. 0801 and 0802, shelled, fresh or dried",A013900,A01,Agriculture,1,"Agriculture, forestry & fishing",0802,Edible nuts nec
0802.90.00.29,0802900029,"Nuts, edible; n.e.c. in heading 0801 and 0802, fresh or dried, shelled",A013900,A01,Agriculture,1,"Agriculture, forestry & fishing",0802,Edible nuts nec
0803.00.00.01,0803000001,"Fruit, edible; bananas (including plantains), fresh",A013900,A01,Agriculture,1,"Agriculture, forestry & fishing",0803,Bananas
0803.00.00.09,0803000009,"Fruit, edible; bananas (including plantains), dried",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0803,Bananas
0803.10.00.10,0803100010,"Fruit, edible; plantains, fresh",A013900,A01,Agriculture,1,"Agriculture, forestry & fishing",0803,Bananas
0803.10.00.19,0803100019,"Fruit, edible; plantains, dried",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0803,Bananas
0803.90.00.10,0803900010,"Fruit, edible; bananas, other than plantains, fresh",A013900,A01,Agriculture,1,"Agriculture, forestry & fishing",0803,Bananas
0803.90.00.19,0803900019,"Fruit, edible; bananas, other than plantains, dried",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0803,Bananas
0804.10.00.01,0804100001,"Fruit, edible; dates, fresh",A013900,A01,Agriculture,1,"Agriculture, forestry & fishing",0804,"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens"
0804.10.00.09,0804100009,"Fruit, edible; dates, dried",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0804,"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens"
0804.20.00.01,0804200001,"Fruit, edible; figs, fresh",A013900,A01,Agriculture,1,"Agriculture, forestry & fishing",0804,"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens"
0804.20.00.09,0804200009,"Fruit, edible; figs, dried",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0804,"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens"
0804.30.00.01,0804300001,"Fruit, edible; pineapples, fresh",A013900,A01,Agriculture,1,"Agriculture, forestry & fishing",0804,"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens"
0804.30.00.09,0804300009,"Fruit, edible; pineapples, dried",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0804,"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens"
0804.40.00.01,0804400001,"Fruit, edible; avocados, fresh",A013900,A01,Agriculture,1,"Agriculture, forestry & fishing",0804,"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens"
0804.50.00.01,0804500001,"Fruit, edible; guavas, mangoes and mangosteens, fresh",A013900,A01,Agriculture,1,"Agriculture, forestry & fishing",0804,"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens"
0804.50.00.09,0804500009,"Fruit, edible; guavas, mangoes and mangosteens, dried",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0804,"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens"
0805.10.00.01,0805100001,"Fruit, edible; oranges, whole, fresh",A013600,A01,Agriculture,1,"Agriculture, forestry & fishing",0805,Citrus fruit
0805.10.00.09,0805100009,"Fruit, edible; oranges, other than whole, dried",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0805,Citrus fruit
0805.20.00.02,0805200002,"Fruit, edible; mandarins, including tangerines and satsumas, fresh or dried",A013600,A01,Agriculture,1,"Agriculture, forestry & fishing",0805,Citrus fruit
0805.20.00.21,0805200021,"Fruit, edible; tangelos, fresh or dried",A013600,A01,Agriculture,1,"Agriculture, forestry & fishing",0805,Citrus fruit
0805.30.00.01,0805300001,"Fruit, edible; lemons (citrus limon, citrus limonum), fresh or dried",A013600,A01,Agriculture,1,"Agriculture, forestry & fishing",0805,Citrus fruit
0805.40.00.00,0805400000,"Fruit, edible; grapefruit, including pomelos, fresh or dried",A013600,A01,Agriculture,1,"Agriculture, forestry & fishing",0805,Citrus fruit
0805.50.00.10,0805500010,"Fruit, edible; lemons (Citrus limon, Citrus limonum), fresh or dried",A013600,A01,Agriculture,1,"Agriculture, forestry & fishing",0805,Citrus fruit
0805.50.00.19,0805500019,"Fruit, edible; limes (Citrus aurantifolia, Citrus latifolia), fresh or dried",A013600,A01,Agriculture,1,"Agriculture, forestry & fishing",0805,Citrus fruit
0805.90.00.00,0805900000,"Fruit, edible; citrus fruit n.e.c. in heading no. 0805, fresh or dried",A013600,A01,Agriculture,1,"Agriculture, forestry & fishing",0805,Citrus fruit
0806.10.00.00,0806100000,"Fruit, edible; grapes, fresh",A013100,A01,Agriculture,1,"Agriculture, forestry & fishing",0806,Grapes
0806.20.00.01,0806200001,"Fruit, edible; grapes, dried, as currants",A013100,A01,Agriculture,1,"Agriculture, forestry & fishing",0806,Grapes
0806.20.00.09,0806200009,"Fruit, edible; grapes, dried, as raisins, including muscatels",A013100,A01,Agriculture,1,"Agriculture, forestry & fishing",0806,Grapes
0806.20.00.11,0806200011,"Fruit, edible; grapes, dried, as sultanas",A013100,A01,Agriculture,1,"Agriculture, forestry & fishing",0806,Grapes
0806.20.00.19,0806200019,"Fruit, edible; grapes, n.e.c. in item no. 0806.20, dried",A013100,A01,Agriculture,1,"Agriculture, forestry & fishing",0806,Grapes
0807.11.00.00,0807110000,"Fruit, edible; watermelons, fresh",A012300,A01,Agriculture,1,"Agriculture, forestry & fishing",0807,Melons and papaws
0807.19.00.01,0807190001,"Fruit, edible; musk melons, fresh",A012300,A01,Agriculture,1,"Agriculture, forestry & fishing",0807,Melons and papaws
0807.19.00.09,0807190009,"Fruit, edible; melons, other than water, musk or prince melons, fresh",A012300,A01,Agriculture,1,"Agriculture, forestry & fishing",0807,Melons and papaws
0807.20.00.00,0807200000,"Fruit, edible; papaws (papayas), fresh",A013900,A01,Agriculture,1,"Agriculture, forestry & fishing",0807,Melons and papaws
0808.10.00.01,0808100001,"Fruit, edible; apples, fresh, pulped, grated, sliced, chopped, shredded, minced or peeled",A013400,A01,Agriculture,1,"Agriculture, forestry & fishing",0808,"Apples, pears, and quinces"
0808.10.00.11,0808100011,"Fruit, edible; apples, Braeburn, fresh, whole fruit",A013400,A01,Agriculture,1,"Agriculture, forestry & fishing",0808,"Apples, pears, and quinces"
0808.10.00.19,0808100019,"Fruit, edible; apples, Cox's Orange Pippin, fresh, whole fruit",A013400,A01,Agriculture,1,"Agriculture, forestry & fishing",0808,"Apples, pears, and quinces"
0808.10.00.21,0808100021,"Fruit, edible; apples, gala, fresh, whole fruit",A013400,A01,Agriculture,1,"Agriculture, forestry & fishing",0808,"Apples, pears, and quinces"
0808.10.00.22,0808100022,"Fruit, edible; apples, Fuji/Fuji Sports, fresh, whole fruit",A013400,A01,Agriculture,1,"Agriculture, forestry & fishing",0808,"Apples, pears, and quinces"
0808.10.00.24,0808100024,"Fruit, edible; apples, Gala, fresh, whole fruit",A013400,A01,Agriculture,1,"Agriculture, forestry & fishing",0808,"Apples, pears, and quinces"
0808.10.00.26,0808100026,"Fruit, edible; apples, Granny Smith, fresh, whole fruit",A013400,A01,Agriculture,1,"Agriculture, forestry & fishing",0808,"Apples, pears, and quinces"
0808.10.00.28,0808100028,"Fruit, edible; apples, Jazz (Scifresh) , fresh, whole fruit",A013400,A01,Agriculture,1,"Agriculture, forestry & fishing",0808,"Apples, pears, and quinces"
0808.10.00.29,0808100029,"Fruit, edible; apples, golden delicious, fresh, whole fruit",A013400,A01,Agriculture,1,"Agriculture, forestry & fishing",0808,"Apples, pears, and quinces"
0808.10.00.30,0808100030,"Fruit, edible; apples, Pacific Beauty/New Zealand Beauty (Sciearly), fresh, whole fruit",A013400,A01,Agriculture,1,"Agriculture, forestry & fishing",0808,"Apples, pears, and quinces"
0808.10.00.31,0808100031,"Fruit, edible; apples, granny smith, fresh, whole fruit",A013400,A01,Agriculture,1,"Agriculture, forestry & fishing",0808,"Apples, pears, and quinces"
0808.10.00.32,0808100032,"Fruit, edible; apples, Pacific Queen/New Zealand Queen (Scired), fresh, whole fruit",A013400,A01,Agriculture,1,"Agriculture, forestry & fishing",0808,"Apples, pears, and quinces"
0808.10.00.34,0808100034,"Fruit, edible; apples, Pacific Rose/New Zealand Rose (Sciros), fresh, whole fruit",A013400,A01,Agriculture,1,"Agriculture, forestry & fishing",0808,"Apples, pears, and quinces"
0808.10.00.36,0808100036,"Fruit, edible; apples, Pink Lady (Cripp's Pink/Rosie Glow), fresh, whole fruit",A013400,A01,Agriculture,1,"Agriculture, forestry & fishing",0808,"Apples, pears, and quinces"
0808.10.00.38,0808100038,"Fruit, edible; apples, Red Braeburn/Braeburn Sports, fresh, whole fruit",A013400,A01,Agriculture,1,"Agriculture, forestry & fishing",0808,"Apples, pears, and quinces"
0808.10.00.39,0808100039,"Fruit, edible; apples, red delicious, fresh, whole fruit",A013400,A01,Agriculture,1,"Agriculture, forestry & fishing",0808,"Apples, pears, and quinces"
0808.10.00.40,0808100040,"Fruit, edible; apples, Red Delicious, fresh, whole fruit",A013400,A01,Agriculture,1,"Agriculture, forestry & fishing",0808,"Apples, pears, and quinces"
0808.10.00.41,0808100041,"Fruit, edible; apples, red dougherty, fresh, whole fruit",A013400,A01,Agriculture,1,"Agriculture, forestry & fishing",0808,"Apples, pears, and quinces"
0808.10.00.42,0808100042,"Fruit, edible; apples, Royal Gala, fresh, whole fruit",A013400,A01,Agriculture,1,"Agriculture, forestry & fishing",0808,"Apples, pears, and quinces"
0808.10.00.44,0808100044,"Fruit, edible; apples, Tentation (Delblush), fresh, whole fruit",A013400,A01,Agriculture,1,"Agriculture, forestry & fishing",0808,"Apples, pears, and quinces"
0808.10.00.48,0808100048,"Fruit, edible; apples, n.e.c. in item no. 0808.10, fresh, whole fruit",A013400,A01,Agriculture,1,"Agriculture, forestry & fishing",0808,"Apples, pears, and quinces"
0808.10.00.49,0808100049,"Fruit, edible; apples, royal gala, fresh, whole fruit",A013400,A01,Agriculture,1,"Agriculture, forestry & fishing",0808,"Apples, pears, and quinces"
0808.10.00.51,0808100051,"Fruit, edible; apples, sturmer pippin, fresh, whole fruit",A013400,A01,Agriculture,1,"Agriculture, forestry & fishing",0808,"Apples, pears, and quinces"
0808.10.00.59,0808100059,"Fruit, edible; apples, n.e.s. in item no. 0808.10, fresh, whole fruit",A013400,A01,Agriculture,1,"Agriculture, forestry & fishing",0808,"Apples, pears, and quinces"
0808.20.00.01,0808200001,"Fruit, edible; pears, european, fresh",A013400,A01,Agriculture,1,"Agriculture, forestry & fishing",0808,"Apples, pears, and quinces"
0808.20.00.03,0808200003,"Fruit, edible; pears, Belle de Jumet, fresh",A013400,A01,Agriculture,1,"Agriculture, forestry & fishing",0808,"Apples, pears, and quinces"
0808.20.00.05,0808200005,"Fruit, edible; pears, Beurre Bosc, fresh",A013400,A01,Agriculture,1,"Agriculture, forestry & fishing",0808,"Apples, pears, and quinces"
0808.20.00.07,0808200007,"Fruit, edible; pears, Doyenne Du Comice, fresh",A013400,A01,Agriculture,1,"Agriculture, forestry & fishing",0808,"Apples, pears, and quinces"
0808.20.00.09,0808200009,"Fruit, edible; pears, nashi, fresh",A013400,A01,Agriculture,1,"Agriculture, forestry & fishing",0808,"Apples, pears, and quinces"
0808.20.00.10,0808200010,"Fruit, edible; pears, European, fresh",A013400,A01,Agriculture,1,"Agriculture, forestry & fishing",0808,"Apples, pears, and quinces"
0808.20.00.12,0808200012,"Fruit, edible; pears, Green pears, fresh",A013400,A01,Agriculture,1,"Agriculture, forestry & fishing",0808,"Apples, pears, and quinces"
0808.20.00.14,0808200014,"Fruit, edible; pears, Nashi, fresh",A013400,A01,Agriculture,1,"Agriculture, forestry & fishing",0808,"Apples, pears, and quinces"
0808.20.00.16,0808200016,"Fruit, edible; pears, Red pears, fresh",A013400,A01,Agriculture,1,"Agriculture, forestry & fishing",0808,"Apples, pears, and quinces"
0808.20.00.18,0808200018,"Fruit, edible; pears, Taylor's Gold, fresh",A013400,A01,Agriculture,1,"Agriculture, forestry & fishing",0808,"Apples, pears, and quinces"
0808.20.00.21,0808200021,"Fruit, edible; pears, n.e.c. in item no. 0808.20, fresh",A013400,A01,Agriculture,1,"Agriculture, forestry & fishing",0808,"Apples, pears, and quinces"
0808.20.00.29,0808200029,"Fruit, edible; quinces, fresh",A013400,A01,Agriculture,1,"Agriculture, forestry & fishing",0808,"Apples, pears, and quinces"
0808.30.00.10,0808300010,"Fruit, edible; pears, Belle de Jumet, fresh",A013400,A01,Agriculture,1,"Agriculture, forestry & fishing",0808,"Apples, pears, and quinces"
0808.30.00.15,0808300015,"Fruit, edible; pears, Beurre Bosc, fresh",A013400,A01,Agriculture,1,"Agriculture, forestry & fishing",0808,"Apples, pears, and quinces"
0808.30.00.17,0808300017,"Fruit, edible; pears, Doyenne Du Comice, fresh",A013400,A01,Agriculture,1,"Agriculture, forestry & fishing",0808,"Apples, pears, and quinces"
0808.30.00.21,0808300021,"Fruit, edible; pears, European, fresh",A013400,A01,Agriculture,1,"Agriculture, forestry & fishing",0808,"Apples, pears, and quinces"
0808.30.00.25,0808300025,"Fruit, edible; pears, Green pears, fresh",A013400,A01,Agriculture,1,"Agriculture, forestry & fishing",0808,"Apples, pears, and quinces"
0808.30.00.27,0808300027,"Fruit, edible; pears, Nashi, fresh",A013400,A01,Agriculture,1,"Agriculture, forestry & fishing",0808,"Apples, pears, and quinces"
0808.30.00.31,0808300031,"Fruit, edible; pears, Red pears, fresh",A013400,A01,Agriculture,1,"Agriculture, forestry & fishing",0808,"Apples, pears, and quinces"
0808.30.00.35,0808300035,"Fruit, edible; pears, Taylor's Gold, fresh",A013400,A01,Agriculture,1,"Agriculture, forestry & fishing",0808,"Apples, pears, and quinces"
0808.30.00.49,0808300049,"Fruit, edible; pears, n.e.c. in item no. 0808.30, fresh",A013400,A01,Agriculture,1,"Agriculture, forestry & fishing",0808,"Apples, pears, and quinces"
0809.10.00.00,0809100000,"Fruit, edible; apricots, fresh",A013500,A01,Agriculture,1,"Agriculture, forestry & fishing",0809,"Apricots, cherries, peaches, plums, and sloes"
0809.20.00.00,0809200000,"Fruit, edible; cherries, fresh",A013500,A01,Agriculture,1,"Agriculture, forestry & fishing",0809,"Apricots, cherries, peaches, plums, and sloes"
0809.21.00.00,0809210000,"Fruit, edible; sour cherries (Prunus cerasus), fresh",A013500,A01,Agriculture,1,"Agriculture, forestry & fishing",0809,"Apricots, cherries, peaches, plums, and sloes"
0809.29.00.00,0809290000,"Fruit, edible; cherries, other than sour cherries (Prunus cerasus), fresh",A013500,A01,Agriculture,1,"Agriculture, forestry & fishing",0809,"Apricots, cherries, peaches, plums, and sloes"
0809.30.00.01,0809300001,"Fruit, edible; nectarines, fresh",A013500,A01,Agriculture,1,"Agriculture, forestry & fishing",0809,"Apricots, cherries, peaches, plums, and sloes"
0809.30.00.09,0809300009,"Fruit, edible; peaches, other than nectarines, fresh",A013500,A01,Agriculture,1,"Agriculture, forestry & fishing",0809,"Apricots, cherries, peaches, plums, and sloes"
0809.40.00.01,0809400001,"Fruit, edible; plums, fresh",A013500,A01,Agriculture,1,"Agriculture, forestry & fishing",0809,"Apricots, cherries, peaches, plums, and sloes"
0810.10.00.00,0810100000,"Fruit, edible; strawberries, fresh",A013300,A01,Agriculture,1,"Agriculture, forestry & fishing",0810,Fruit nec
0810.20.00.01,0810200001,"Fruit, edible; raspberries, fresh",A013300,A01,Agriculture,1,"Agriculture, forestry & fishing",0810,Fruit nec
0810.20.00.09,0810200009,"Fruit, edible; blackberries, fresh",A013300,A01,Agriculture,1,"Agriculture, forestry & fishing",0810,Fruit nec
0810.20.00.19,0810200019,"Fruit, edible; mulberries and loganberries, fresh",A013300,A01,Agriculture,1,"Agriculture, forestry & fishing",0810,Fruit nec
0810.30.00.01,0810300001,"Fruit, edible; black currants, fresh",A013300,A01,Agriculture,1,"Agriculture, forestry & fishing",0810,Fruit nec
0810.30.00.09,0810300009,"Fruit, edible; white or red currants and gooseberries, fresh, (excluding black currants)",A013300,A01,Agriculture,1,"Agriculture, forestry & fishing",0810,Fruit nec
0810.30.00.19,0810300019,"Fruit, edible; white or red currants and gooseberries, fresh",A013300,A01,Agriculture,1,"Agriculture, forestry & fishing",0810,Fruit nec
0810.40.00.01,0810400001,"Fruit, edible; blueberries, fresh",A013300,A01,Agriculture,1,"Agriculture, forestry & fishing",0810,Fruit nec
0810.40.00.09,0810400009,"Fruit, edible; cranberries, bilberries, and other fruits of the genus vaccinium, other than blueberries, fresh",A013300,A01,Agriculture,1,"Agriculture, forestry & fishing",0810,Fruit nec
0810.50.00.00,0810500000,"Fruit, edible; kiwifruit,  fresh",A013200,A01,Agriculture,1,"Agriculture, forestry & fishing",0810,Fruit nec
0810.50.00.10,0810500010,"Fruit, edible; kiwifruit, gold fleshed, fresh",A013200,A01,Agriculture,1,"Agriculture, forestry & fishing",0810,Fruit nec
0810.50.00.19,0810500019,"Fruit, edible; kiwifruit, green fleshed, fresh",A013200,A01,Agriculture,1,"Agriculture, forestry & fishing",0810,Fruit nec
0810.50.00.29,0810500029,"Fruit, edible; kiwifruit, other than gold or green fleshed, fresh",A013200,A01,Agriculture,1,"Agriculture, forestry & fishing",0810,Fruit nec
0810.60.00.00,0810600000,"Fruit, edible; durians, fresh",A013900,A01,Agriculture,1,"Agriculture, forestry & fishing",0810,Fruit nec
0810.70.00.00,0810700000,"Fruit, edible; persimmons, fresh",A013900,A01,Agriculture,1,"Agriculture, forestry & fishing",0810,Fruit nec
0810.90.00.01,0810900001,"Fruit, edible; passionfruit, fresh",A013900,A01,Agriculture,1,"Agriculture, forestry & fishing",0810,Fruit nec
0810.90.00.10,0810900010,"Fruit, edible; passion fruit, fresh",A013900,A01,Agriculture,1,"Agriculture, forestry & fishing",0810,Fruit nec
0810.90.00.20,0810900020,"Fruit, edible; jackfruit and lychees, fresh",A013900,A01,Agriculture,1,"Agriculture, forestry & fishing",0810,Fruit nec
0810.90.00.21,0810900021,"Fruit, edible; tamarillos, fresh",A013900,A01,Agriculture,1,"Agriculture, forestry & fishing",0810,Fruit nec
0810.90.00.30,0810900030,"Fruit, edible; boysenberries, fresh",A013300,A01,Agriculture,1,"Agriculture, forestry & fishing",0810,Fruit nec
