HS10,HS-Reformatted,HS10-Description,ANZSIC06,Level 2 ANZSIC06,Level 2 ANZSIC06 description,Standard sector number,Standard sector description,HS4,HS4 description
9017.80.11.00,9017801100,"Mathematical instruments; for measuring length, for use in the hand, rulers",C241900,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9017,Mathematical calculating instruments
9017.80.19.00,9017801900,"Mathematical instruments; for measuring length, for use in the hand, n.e.c. in chapter 90",C241900,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9017,Mathematical calculating instruments
9017.90.01.00,9017900100,"Mathematical calculating instruments; parts and accessories for slide rules, disc calculators and the like",C246300,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9017,Mathematical calculating instruments
9017.90.01.10,9017900110,"Mathematical calculating instruments; parts and accessories for slide rules, disc calculators and the like",C241900,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9017,Mathematical calculating instruments
9017.90.09.00,9017900900,"Drawing, marking-out equipment and mathematical instruments; parts and accessories for those listed in heading no. 9017, (excluding slide rules, disc calculators and the like)",C246300,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9017,Mathematical calculating instruments
9017.90.09.10,9017900910,"Drawing, marking-out equipment and mathematical calculating instruments; parts and accessories for those listed in heading no. 9017, (excluding slide rules, disc calculators and the like)",C241900,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9017,Mathematical calculating instruments
9018.11.00.00,9018110000,"Medical, surgical instruments and appliances; electro-cardiographs",C241200,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9018,"Medical, dental, or veterinary instruments"
9018.12.00.00,9018120000,"Medical, surgical instruments and appliances; ultrasonic scanning apparatus",C241200,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9018,"Medical, dental, or veterinary instruments"
9018.13.00.00,9018130000,"Medical, surgical instruments and appliances; magnetic resonance imaging apparatus",C241200,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9018,"Medical, dental, or veterinary instruments"
9018.19.00.00,9018190000,"Medical, surgical instruments and appliances; electro-diagnostic apparatus (including apparatus for functional exploratory examination or for checking physiological parameters), n.e.c. in item no. 9018.1",C241200,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9018,"Medical, dental, or veterinary instruments"
9018.20.00.00,9018200000,"Medical, surgical instruments and appliances; ultra-violet or infra-red ray apparatus",C241200,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9018,"Medical, dental, or veterinary instruments"
9018.31.01.00,9018310100,"Medical, surgical instruments and appliances; syringes, for drenching, with or without needles",C241200,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9018,"Medical, dental, or veterinary instruments"
9018.31.09.00,9018310900,"Medical, surgical instruments and appliances; syringes, other than for drenching, with or without needles",C241200,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9018,"Medical, dental, or veterinary instruments"
9018.32.00.00,9018320000,"Medical, surgical instruments and appliances; tubular metal needles and needles for sutures",C241200,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9018,"Medical, dental, or veterinary instruments"
9018.39.00.00,9018390000,"Medical, surgical instruments and appliances; catheters, cannulae and the like",C241200,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9018,"Medical, dental, or veterinary instruments"
9018.41.00.00,9018410000,"Dental instruments and appliances; dental drill engines, whether or not combined on a single base with other dental equipment",C241200,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9018,"Medical, dental, or veterinary instruments"
9018.49.00.00,9018490000,Dental instruments and appliances; other than dental drill engines,C241200,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9018,"Medical, dental, or veterinary instruments"
9018.50.01.00,9018500100,Ophthalmic instruments and appliances; electro-medical apparatus,C241200,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9018,"Medical, dental, or veterinary instruments"
9018.50.09.00,9018500900,Ophthalmic instruments and appliances; other than electro-medical apparatus,C241200,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9018,"Medical, dental, or veterinary instruments"
9018.90.02.01,9018900201,"Medical, surgical or dental instruments and appliances; n.e.c. in heading no. 9018, electro-medical apparatus, incubators for babies",C241200,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9018,"Medical, dental, or veterinary instruments"
9018.90.02.09,9018900209,"Medical, surgical or dental instruments and appliances; n.e.c. in heading no. 9018, electro-medical apparatus, other than incubators for babies",C241200,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9018,"Medical, dental, or veterinary instruments"
9018.90.19.00,9018901900,"Medical, surgical or dental instruments and appliances; n.e.c. in heading no. 9018",C241200,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9018,"Medical, dental, or veterinary instruments"
9019.10.01.00,9019100100,Mechano-therapy appliances; vibratory massage machines,C241200,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9019,Mechano-therapy and massage appliances
9019.10.09.00,9019100900,"Mechano-therapy appliances; massage apparatus, other than vibratory massage machines",C241200,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9019,Mechano-therapy and massage appliances
9019.10.11.00,9019101100,Mechano-therapy appliances; psychological aptitude-testing apparatus,C241200,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9019,Mechano-therapy and massage appliances
9019.10.19.00,9019101900,Mechano-therapy appliances; n.e.c. in heading no. 9019,C241200,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9019,Mechano-therapy and massage appliances
9019.20.00.00,9019200000,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus",C241200,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9019,Mechano-therapy and massage appliances
9020.00.00.00,9020000000,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,C241200,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9020,Breathing appliances and gas masks
9021.10.00.11,9021100011,Orthopaedic or fracture appliances; veterinary orthopaedic appliances,C241200,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9021,Orthopaedic appliances
9021.10.00.19,9021100019,"Orthopaedic or fracture appliances; crutches, surgical belts and trusses, splints and other fracture appliances",C241200,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9021,Orthopaedic appliances
9021.19.00.01,9021190001,Orthopaedic or fracture appliances; veterinary orthopaedic appliances,C241200,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9021,Orthopaedic appliances
9021.19.00.09,9021190009,"Orthopaedic or fracture appliances; crutches, surgical belts and trusses, splints and other fracture appliances",C241200,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9021,Orthopaedic appliances
9021.21.00.00,9021210000,Dental fittings; artificial teeth,C241200,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9021,Orthopaedic appliances
9021.29.00.01,9021290001,Dental fittings; dentists accessories for making crowns or dentures,C241200,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9021,Orthopaedic appliances
9021.29.00.09,9021290009,Dental fittings; other than artificial teeth or dentists accessories for making crowns or dentures,C241200,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9021,Orthopaedic appliances
9021.30.00.01,9021300001,Artificial parts of the body; limbs and parts of limbs,C241200,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9021,Orthopaedic appliances
9021.30.00.19,9021300019,"Artificial parts of the body; (other than limbs, parts of limbs and eyes)",C241200,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9021,Orthopaedic appliances
9021.31.00.00,9021310000,Artificial parts of the body; artificial joints,C241200,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9021,Orthopaedic appliances
9021.39.00.11,9021390011,Artificial parts of the body; limbs and parts of limbs,C241200,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9021,Orthopaedic appliances
9021.39.00.15,9021390015,Artificial parts of the body; eyes,C241200,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9021,Orthopaedic appliances
9021.39.00.19,9021390019,"Artificial parts of the body; (other than joints, limbs, parts of limbs and eyes)",C241200,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9021,Orthopaedic appliances
9021.40.00.00,9021400000,Hearing aids (excluding parts and accessories),C241200,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9021,Orthopaedic appliances
9021.50.00.00,9021500000,Pacemakers; for stimulating heart muscles (excluding parts and accessories),C241200,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9021,Orthopaedic appliances
9021.90.00.01,9021900001,"Appliances; worn, carried or implanted in the body, to compensate for a defect or disability, parts of hearing aids",C241200,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9021,Orthopaedic appliances
9021.90.00.09,9021900009,"Appliances; worn, carried or implanted in the body, to compensate for a defect or disability, other than parts of hearing aids",C241200,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9021,Orthopaedic appliances
9021.90.00.19,9021900019,"Appliances; worn, carried or implanted in the body, to compensate for a defect or disability, n.e.c. in heading no. 9021",C241200,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9021,Orthopaedic appliances
9022.13.00.00,9022130000,"Apparatus based on the use of x-rays; including radiography or radiotherapy apparatus, for dental uses, excluding computed tomography apparatus",C241200,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9022,X-ray apparatus
9022.14.00.00,9022140000,"Apparatus based on the use of x-rays; including radiography or radiotherapy apparatus, for medical, surgical or veterinary uses, not dental uses, excluding computed tomography apparatus",C241200,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9022,X-ray apparatus
9022.19.00.00,9022190000,"Apparatus based on the use of x-rays, including radiography or radiotherapy apparatus; for other than medical, surgical, dental or veterinary uses",C241900,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9022,X-ray apparatus
9022.21.00.00,9022210000,"Apparatus based on the use of alpha, beta or gamma radiations, including radiography or radiotherapy apparatus; for medical, surgical, dental or veterinary uses",C241200,C24,Machinery and Equipment Manufacturing,5,Machinery & equipment,9022,X-ray apparatus
